Image Name,Steering Angle
train_images\M-2024-06-21_23-17-61.png,-0.066680908203125
train_images\M-2024-06-21_23-17-62.png,-0.066680908203125
train_images\M-2024-06-21_23-17-63.png,-0.066680908203125
train_images\M-2024-06-21_23-17-64.png,-0.066680908203125
train_images\M-2024-06-21_23-17-65.png,-0.07452392578125
train_images\M-2024-06-21_23-17-66.png,-0.07452392578125
train_images\M-2024-06-21_23-17-67.png,-0.07452392578125
train_images\M-2024-06-21_23-17-68.png,-0.07452392578125
train_images\M-2024-06-21_23-17-69.png,-0.07452392578125
train_images\M-2024-06-21_23-17-70.png,-0.07452392578125
train_images\M-2024-06-21_23-17-71.png,-0.07452392578125
train_images\M-2024-06-21_23-17-72.png,-0.07452392578125
train_images\M-2024-06-21_23-17-73.png,-0.07452392578125
train_images\M-2024-06-21_23-17-74.png,-0.07452392578125
train_images\M-2024-06-21_23-17-75.png,-0.07452392578125
train_images\M-2024-06-21_23-17-76.png,-0.07452392578125
train_images\M-2024-06-21_23-17-77.png,-0.07452392578125
train_images\M-2024-06-21_23-17-78.png,-0.07452392578125
train_images\M-2024-06-21_23-17-79.png,-0.07452392578125
train_images\M-2024-06-21_23-17-80.png,-0.07452392578125
train_images\M-2024-06-21_23-17-81.png,-0.050994873046875
train_images\M-2024-06-21_23-17-82.png,0.0
train_images\M-2024-06-21_23-17-83.png,0.0
train_images\M-2024-06-21_23-17-84.png,0.066650390625
train_images\M-2024-06-21_23-17-85.png,0.08233642578125
train_images\M-2024-06-21_23-17-86.png,0.12939453125
train_images\M-2024-06-21_23-17-87.png,0.14508056640625
train_images\M-2024-06-21_23-17-88.png,0.192138671875
train_images\M-2024-06-21_23-17-89.png,0.199981689453125
train_images\M-2024-06-21_23-17-90.png,0.20782470703125
train_images\M-2024-06-21_23-17-91.png,0.2235107421875
train_images\M-2024-06-21_23-17-92.png,0.2235107421875
train_images\M-2024-06-21_23-17-93.png,0.2235107421875
train_images\M-2024-06-21_23-17-94.png,0.215667724609375
train_images\M-2024-06-21_23-17-95.png,0.199981689453125
train_images\M-2024-06-21_23-17-96.png,0.1607666015625
train_images\M-2024-06-21_23-17-97.png,0.1607666015625
train_images\M-2024-06-21_23-17-98.png,0.152923583984375
train_images\M-2024-06-21_23-17-99.png,0.14508056640625
train_images\M-2024-06-21_23-17-100.png,0.137237548828125
train_images\M-2024-06-21_23-17-101.png,0.137237548828125
train_images\M-2024-06-21_23-17-102.png,0.137237548828125
train_images\M-2024-06-21_23-17-103.png,0.137237548828125
train_images\M-2024-06-21_23-17-104.png,0.137237548828125
train_images\M-2024-06-21_23-17-105.png,0.137237548828125
train_images\M-2024-06-21_23-17-106.png,0.137237548828125
train_images\M-2024-06-21_23-17-107.png,0.137237548828125
train_images\M-2024-06-21_23-17-108.png,0.12939453125
train_images\M-2024-06-21_23-17-109.png,0.090179443359375
train_images\M-2024-06-21_23-17-110.png,0.0
train_images\M-2024-06-21_23-17-111.png,0.0
train_images\M-2024-06-21_23-17-112.png,0.0
train_images\M-2024-06-21_23-17-113.png,0.0
train_images\M-2024-06-21_23-17-114.png,0.0
train_images\M-2024-06-21_23-17-115.png,0.0
train_images\M-2024-06-21_23-17-116.png,-0.066680908203125
train_images\M-2024-06-21_23-17-117.png,-0.07452392578125
train_images\M-2024-06-21_23-17-118.png,-0.082366943359375
train_images\M-2024-06-21_23-17-119.png,-0.098052978515625
train_images\M-2024-06-21_23-17-120.png,-0.113739013671875
train_images\M-2024-06-21_23-17-121.png,-0.12158203125
train_images\M-2024-06-21_23-17-122.png,-0.12158203125
train_images\M-2024-06-21_23-17-123.png,-0.16864013671875
train_images\M-2024-06-21_23-17-124.png,-0.176483154296875
train_images\M-2024-06-21_23-17-125.png,-0.176483154296875
train_images\M-2024-06-21_23-17-126.png,-0.160797119140625
train_images\M-2024-06-21_23-17-127.png,-0.1529541015625
train_images\M-2024-06-21_23-17-128.png,-0.082366943359375
train_images\M-2024-06-21_23-17-129.png,0.0
train_images\M-2024-06-21_23-17-130.png,0.0
train_images\M-2024-06-21_23-17-131.png,0.0
train_images\M-2024-06-21_23-17-132.png,-0.07452392578125
train_images\M-2024-06-21_23-17-133.png,-0.176483154296875
train_images\M-2024-06-21_23-17-134.png,-0.184326171875
train_images\M-2024-06-21_23-17-135.png,-0.192169189453125
train_images\M-2024-06-21_23-17-136.png,-0.192169189453125
train_images\M-2024-06-21_23-17-137.png,-0.184326171875
train_images\M-2024-06-21_23-17-138.png,-0.176483154296875
train_images\M-2024-06-21_23-17-139.png,-0.176483154296875
train_images\M-2024-06-21_23-17-140.png,-0.145111083984375
train_images\M-2024-06-21_23-17-141.png,0.0
train_images\M-2024-06-21_23-17-142.png,0.0
train_images\M-2024-06-21_23-17-143.png,0.0
train_images\M-2024-06-21_23-17-144.png,0.0
train_images\M-2024-06-21_23-17-145.png,0.0
train_images\M-2024-06-21_23-17-146.png,0.08233642578125
train_images\M-2024-06-21_23-17-147.png,0.066650390625
train_images\M-2024-06-21_23-17-148.png,0.058807373046875
train_images\M-2024-06-21_23-17-149.png,0.058807373046875
train_images\M-2024-06-21_23-17-150.png,0.066650390625
train_images\M-2024-06-21_23-17-151.png,0.058807373046875
train_images\M-2024-06-21_23-17-152.png,0.074493408203125
train_images\M-2024-06-21_23-17-153.png,0.074493408203125
train_images\M-2024-06-21_23-17-154.png,0.08233642578125
train_images\M-2024-06-21_23-17-155.png,0.074493408203125
train_images\M-2024-06-21_23-17-156.png,0.058807373046875
train_images\M-2024-06-21_23-17-157.png,0.05096435546875
train_images\M-2024-06-21_23-17-158.png,0.066650390625
train_images\M-2024-06-21_23-17-159.png,0.058807373046875
train_images\M-2024-06-21_23-17-160.png,0.0
train_images\M-2024-06-21_23-17-161.png,0.058807373046875
train_images\M-2024-06-21_23-17-162.png,0.0
train_images\M-2024-06-21_23-17-163.png,0.0
train_images\M-2024-06-21_23-17-164.png,0.0
train_images\M-2024-06-21_23-17-165.png,0.0
train_images\M-2024-06-21_23-17-166.png,0.0
train_images\M-2024-06-21_23-17-167.png,0.0
train_images\M-2024-06-21_23-17-168.png,0.066650390625
train_images\M-2024-06-21_23-17-169.png,0.074493408203125
train_images\M-2024-06-21_23-17-170.png,0.0
train_images\M-2024-06-21_23-17-171.png,0.058807373046875
train_images\M-2024-06-21_23-17-172.png,0.090179443359375
train_images\M-2024-06-21_23-17-173.png,0.090179443359375
train_images\M-2024-06-21_23-17-174.png,0.0980224609375
train_images\M-2024-06-21_23-17-175.png,0.0980224609375
train_images\M-2024-06-21_23-17-176.png,0.105865478515625
train_images\M-2024-06-21_23-17-177.png,0.11370849609375
train_images\M-2024-06-21_23-17-178.png,0.105865478515625
train_images\M-2024-06-21_23-17-179.png,0.090179443359375
train_images\M-2024-06-21_23-17-180.png,0.105865478515625
train_images\M-2024-06-21_23-17-181.png,0.08233642578125
train_images\M-2024-06-21_23-17-182.png,0.066650390625
train_images\M-2024-06-21_23-17-183.png,0.0
train_images\M-2024-06-21_23-17-184.png,0.0
train_images\M-2024-06-21_23-17-185.png,0.0
train_images\M-2024-06-21_23-17-186.png,0.0
train_images\M-2024-06-21_23-17-187.png,0.0
train_images\M-2024-06-21_23-17-188.png,0.0
train_images\M-2024-06-21_23-17-189.png,0.0
train_images\M-2024-06-21_23-17-190.png,0.0
train_images\M-2024-06-21_23-17-191.png,0.0
train_images\M-2024-06-21_23-17-192.png,0.0
train_images\M-2024-06-21_23-17-193.png,0.0
train_images\M-2024-06-21_23-17-194.png,-0.07452392578125
train_images\M-2024-06-21_23-17-195.png,-0.10589599609375
train_images\M-2024-06-21_23-17-196.png,-0.20001220703125
train_images\M-2024-06-21_23-17-197.png,-0.23138427734375
train_images\M-2024-06-21_23-17-198.png,-0.23138427734375
train_images\M-2024-06-21_23-17-199.png,-0.23138427734375
train_images\M-2024-06-21_23-17-200.png,-0.23138427734375
train_images\M-2024-06-21_23-17-201.png,-0.223541259765625
train_images\M-2024-06-21_23-17-202.png,-0.07452392578125
train_images\M-2024-06-21_23-17-203.png,-0.066680908203125
train_images\M-2024-06-21_23-17-204.png,-0.066680908203125
train_images\M-2024-06-21_23-17-205.png,-0.058837890625
train_images\M-2024-06-21_23-17-206.png,0.0
train_images\M-2024-06-21_23-17-207.png,0.0
train_images\M-2024-06-21_23-17-208.png,0.0
train_images\M-2024-06-21_23-17-209.png,0.0
train_images\M-2024-06-21_23-17-210.png,0.0
train_images\M-2024-06-21_23-17-211.png,-0.050994873046875
train_images\M-2024-06-21_23-17-212.png,-0.066680908203125
train_images\M-2024-06-21_23-17-213.png,-0.066680908203125
train_images\M-2024-06-21_23-17-214.png,-0.066680908203125
train_images\M-2024-06-21_23-17-215.png,-0.066680908203125
train_images\M-2024-06-21_23-17-216.png,-0.066680908203125
train_images\M-2024-06-21_23-17-217.png,-0.066680908203125
train_images\M-2024-06-21_23-17-218.png,-0.066680908203125
train_images\M-2024-06-21_23-17-219.png,-0.050994873046875
train_images\M-2024-06-21_23-17-220.png,0.0
train_images\M-2024-06-21_23-17-221.png,0.0
train_images\M-2024-06-21_23-17-222.png,0.0
train_images\M-2024-06-21_23-17-223.png,0.0
train_images\M-2024-06-21_23-17-224.png,0.058807373046875
train_images\M-2024-06-21_23-17-225.png,0.058807373046875
train_images\M-2024-06-21_23-17-226.png,0.066650390625
train_images\M-2024-06-21_23-17-227.png,0.058807373046875
train_images\M-2024-06-21_23-17-228.png,0.05096435546875
train_images\M-2024-06-21_23-17-229.png,0.05096435546875
train_images\M-2024-06-21_23-17-230.png,0.0
train_images\M-2024-06-21_23-17-231.png,0.05096435546875
train_images\M-2024-06-21_23-17-232.png,0.0
train_images\M-2024-06-21_23-17-233.png,0.0
train_images\M-2024-06-21_23-17-234.png,0.05096435546875
train_images\M-2024-06-21_23-17-235.png,0.0
train_images\M-2024-06-21_23-17-236.png,0.0
train_images\M-2024-06-21_23-17-237.png,0.0
train_images\M-2024-06-21_23-17-238.png,0.0
train_images\M-2024-06-21_23-17-239.png,0.0
train_images\M-2024-06-21_23-17-240.png,0.0
train_images\M-2024-06-21_23-17-241.png,0.0
train_images\M-2024-06-21_23-17-242.png,0.0
train_images\M-2024-06-21_23-17-243.png,0.0
train_images\M-2024-06-21_23-17-244.png,0.0
train_images\M-2024-06-21_23-17-245.png,0.0
train_images\M-2024-06-21_23-17-246.png,0.0
train_images\M-2024-06-21_23-17-247.png,0.0
train_images\M-2024-06-21_23-17-248.png,0.0
train_images\M-2024-06-21_23-17-249.png,0.05096435546875
train_images\M-2024-06-21_23-17-250.png,0.074493408203125
train_images\M-2024-06-21_23-17-251.png,0.0980224609375
train_images\M-2024-06-21_23-17-252.png,0.0980224609375
train_images\M-2024-06-21_23-17-253.png,0.0980224609375
train_images\M-2024-06-21_23-17-254.png,0.0980224609375
train_images\M-2024-06-21_23-17-255.png,0.08233642578125
train_images\M-2024-06-21_23-17-256.png,0.090179443359375
train_images\M-2024-06-21_23-17-257.png,0.08233642578125
train_images\M-2024-06-21_23-17-258.png,0.074493408203125
train_images\M-2024-06-21_23-17-259.png,0.058807373046875
train_images\M-2024-06-21_23-17-260.png,0.058807373046875
train_images\M-2024-06-21_23-17-261.png,0.058807373046875
train_images\M-2024-06-21_23-17-262.png,0.058807373046875
train_images\M-2024-06-21_23-17-263.png,0.058807373046875
train_images\M-2024-06-21_23-17-264.png,0.058807373046875
train_images\M-2024-06-21_23-17-265.png,0.058807373046875
train_images\M-2024-06-21_23-17-266.png,0.058807373046875
train_images\M-2024-06-21_23-17-267.png,0.058807373046875
train_images\M-2024-06-21_23-17-268.png,0.058807373046875
train_images\M-2024-06-21_23-17-269.png,0.05096435546875
train_images\M-2024-06-21_23-17-270.png,0.05096435546875
train_images\M-2024-06-21_23-17-271.png,0.05096435546875
train_images\M-2024-06-21_23-17-272.png,0.05096435546875
train_images\M-2024-06-21_23-17-273.png,0.05096435546875
train_images\M-2024-06-21_23-17-274.png,0.05096435546875
train_images\M-2024-06-21_23-17-275.png,0.05096435546875
train_images\M-2024-06-21_23-17-276.png,0.058807373046875
train_images\M-2024-06-21_23-17-277.png,0.0
train_images\M-2024-06-21_23-17-278.png,0.0
train_images\M-2024-06-21_23-17-279.png,0.0
train_images\M-2024-06-21_23-17-280.png,0.0
train_images\M-2024-06-21_23-17-281.png,-0.050994873046875
train_images\M-2024-06-21_23-17-282.png,-0.050994873046875
train_images\M-2024-06-21_23-17-283.png,-0.050994873046875
train_images\M-2024-06-21_23-17-284.png,-0.058837890625
train_images\M-2024-06-21_23-17-285.png,0.0
train_images\M-2024-06-21_23-17-286.png,0.0
train_images\M-2024-06-21_23-17-287.png,0.0
train_images\M-2024-06-21_23-17-288.png,0.0
train_images\M-2024-06-21_23-17-289.png,0.0
train_images\M-2024-06-21_23-17-290.png,-0.058837890625
train_images\M-2024-06-21_23-17-291.png,0.0
train_images\M-2024-06-21_23-17-292.png,0.0
train_images\M-2024-06-21_23-17-293.png,0.0
train_images\M-2024-06-21_23-17-294.png,0.0
train_images\M-2024-06-21_23-17-295.png,-0.058837890625
train_images\M-2024-06-21_23-17-296.png,0.0
train_images\M-2024-06-21_23-17-297.png,0.0
train_images\M-2024-06-21_23-17-298.png,0.0
train_images\M-2024-06-21_23-17-299.png,0.0
train_images\M-2024-06-21_23-17-300.png,0.0
train_images\M-2024-06-21_23-17-301.png,0.0
train_images\M-2024-06-21_23-17-302.png,0.0
train_images\M-2024-06-21_23-17-303.png,0.0
train_images\M-2024-06-21_23-17-304.png,0.0
train_images\M-2024-06-21_23-17-305.png,0.0
train_images\M-2024-06-21_23-17-306.png,0.0
train_images\M-2024-06-21_23-17-307.png,0.0
train_images\M-2024-06-21_23-17-308.png,0.0
train_images\M-2024-06-21_23-17-309.png,0.0
train_images\M-2024-06-21_23-17-310.png,0.0
train_images\M-2024-06-21_23-17-311.png,0.0
train_images\M-2024-06-21_23-17-312.png,0.0
train_images\M-2024-06-21_23-17-313.png,0.0
train_images\M-2024-06-21_23-17-314.png,0.0
train_images\M-2024-06-21_23-17-315.png,0.0
train_images\M-2024-06-21_23-17-316.png,0.0
train_images\M-2024-06-21_23-17-317.png,0.0
train_images\M-2024-06-21_23-17-318.png,0.0
train_images\M-2024-06-21_23-17-319.png,0.0
train_images\M-2024-06-21_23-17-320.png,0.0
train_images\M-2024-06-21_23-17-321.png,0.0
train_images\M-2024-06-21_23-17-322.png,0.0
train_images\M-2024-06-21_23-17-323.png,0.0
train_images\M-2024-06-21_23-17-324.png,0.0
train_images\M-2024-06-21_23-17-325.png,0.0
train_images\M-2024-06-21_23-17-326.png,0.0
train_images\M-2024-06-21_23-17-327.png,0.0
train_images\M-2024-06-21_23-17-328.png,0.0
train_images\M-2024-06-21_23-17-329.png,0.0
train_images\M-2024-06-21_23-17-330.png,0.0
train_images\M-2024-06-21_23-17-331.png,0.0
train_images\M-2024-06-21_23-17-332.png,0.0
train_images\M-2024-06-21_23-17-333.png,-0.07452392578125
train_images\M-2024-06-21_23-17-334.png,-0.07452392578125
train_images\M-2024-06-21_23-17-335.png,-0.07452392578125
train_images\M-2024-06-21_23-17-336.png,-0.082366943359375
train_images\M-2024-06-21_23-17-337.png,0.0
train_images\M-2024-06-21_23-17-338.png,0.0
train_images\M-2024-06-21_23-17-339.png,0.0
train_images\M-2024-06-21_23-17-340.png,0.0
train_images\M-2024-06-21_23-17-341.png,0.0
train_images\M-2024-06-21_23-17-342.png,0.0
train_images\M-2024-06-21_23-17-343.png,-0.058837890625
train_images\M-2024-06-21_23-17-344.png,-0.066680908203125
train_images\M-2024-06-21_23-17-345.png,-0.082366943359375
train_images\M-2024-06-21_23-17-346.png,-0.082366943359375
train_images\M-2024-06-21_23-17-347.png,-0.082366943359375
train_images\M-2024-06-21_23-17-348.png,-0.082366943359375
train_images\M-2024-06-21_23-17-349.png,-0.07452392578125
train_images\M-2024-06-21_23-17-350.png,-0.066680908203125
train_images\M-2024-06-21_23-17-351.png,-0.066680908203125
train_images\M-2024-06-21_23-17-352.png,0.0
train_images\M-2024-06-21_23-17-353.png,0.0
train_images\M-2024-06-21_23-17-354.png,0.0
train_images\M-2024-06-21_23-17-355.png,0.0
train_images\M-2024-06-21_23-17-356.png,0.0
train_images\M-2024-06-21_23-17-357.png,0.0
train_images\M-2024-06-21_23-17-358.png,0.0
train_images\M-2024-06-21_23-17-359.png,0.0
train_images\M-2024-06-21_23-17-360.png,0.0
train_images\M-2024-06-21_23-17-361.png,0.0
train_images\M-2024-06-21_23-17-362.png,0.0
train_images\M-2024-06-21_23-17-363.png,0.0
train_images\M-2024-06-21_23-17-364.png,0.0
train_images\M-2024-06-21_23-17-365.png,0.0
train_images\M-2024-06-21_23-17-366.png,0.0
train_images\M-2024-06-21_23-17-367.png,0.0
train_images\M-2024-06-21_23-17-368.png,0.0
train_images\M-2024-06-21_23-17-369.png,0.0
train_images\M-2024-06-21_23-17-370.png,0.0
train_images\M-2024-06-21_23-17-371.png,0.0
train_images\M-2024-06-21_23-17-372.png,0.0
train_images\M-2024-06-21_23-17-373.png,0.0
train_images\M-2024-06-21_23-17-374.png,0.0
train_images\M-2024-06-21_23-17-375.png,0.0
train_images\M-2024-06-21_23-17-376.png,0.0
train_images\M-2024-06-21_23-17-377.png,0.0
train_images\M-2024-06-21_23-17-378.png,0.0
train_images\M-2024-06-21_23-17-379.png,0.0
train_images\M-2024-06-21_23-17-380.png,0.0
train_images\M-2024-06-21_23-17-381.png,0.0
train_images\M-2024-06-21_23-17-382.png,0.0
train_images\M-2024-06-21_23-17-383.png,0.0
train_images\M-2024-06-21_23-17-384.png,0.0
train_images\M-2024-06-21_23-17-385.png,0.0
train_images\M-2024-06-21_23-17-386.png,0.0
train_images\M-2024-06-21_23-17-387.png,0.0
train_images\M-2024-06-21_23-17-388.png,0.0
train_images\M-2024-06-21_23-17-389.png,0.0
train_images\M-2024-06-21_23-17-390.png,0.0
train_images\M-2024-06-21_23-17-391.png,0.0
train_images\M-2024-06-21_23-17-392.png,0.0
train_images\M-2024-06-21_23-17-393.png,0.0
train_images\M-2024-06-21_23-17-394.png,0.0
train_images\M-2024-06-21_23-17-395.png,0.0
train_images\M-2024-06-21_23-17-396.png,0.0
train_images\M-2024-06-21_23-17-397.png,0.0
train_images\M-2024-06-21_23-17-398.png,0.0
train_images\M-2024-06-21_23-17-399.png,0.0
train_images\M-2024-06-21_23-17-400.png,0.0
train_images\M-2024-06-21_23-17-401.png,0.0
train_images\M-2024-06-21_23-17-402.png,0.0
train_images\M-2024-06-21_23-17-403.png,0.0
train_images\M-2024-06-21_23-17-404.png,0.0
train_images\M-2024-06-21_23-17-405.png,0.0
train_images\M-2024-06-21_23-17-406.png,0.0
train_images\M-2024-06-21_23-17-407.png,0.0
train_images\M-2024-06-21_23-17-408.png,0.0
train_images\M-2024-06-21_23-17-409.png,0.0
train_images\M-2024-06-21_23-17-410.png,0.0
train_images\M-2024-06-21_23-17-411.png,0.0
train_images\M-2024-06-21_23-17-412.png,0.0
train_images\M-2024-06-21_23-17-413.png,0.0
train_images\M-2024-06-21_23-17-414.png,0.0
train_images\M-2024-06-21_23-17-415.png,0.0
train_images\M-2024-06-21_23-17-416.png,0.0
train_images\M-2024-06-21_23-17-417.png,0.0
train_images\M-2024-06-21_23-17-418.png,0.0
train_images\M-2024-06-21_23-17-419.png,0.0
train_images\M-2024-06-21_23-17-420.png,0.0
train_images\M-2024-06-21_23-17-421.png,0.0
train_images\M-2024-06-21_23-17-422.png,0.0
train_images\M-2024-06-21_23-17-423.png,0.0
train_images\M-2024-06-21_23-17-424.png,0.0
train_images\M-2024-06-21_23-17-425.png,0.0
train_images\M-2024-06-21_23-17-426.png,0.0
train_images\M-2024-06-21_23-17-427.png,0.0
train_images\M-2024-06-21_23-17-428.png,0.0
train_images\M-2024-06-21_23-17-429.png,0.0
train_images\M-2024-06-21_23-17-430.png,0.0
train_images\M-2024-06-21_23-17-431.png,0.0
train_images\M-2024-06-21_23-17-432.png,0.0
train_images\M-2024-06-21_23-17-433.png,0.0
train_images\M-2024-06-21_23-17-434.png,0.0
train_images\M-2024-06-21_23-17-435.png,0.0
train_images\M-2024-06-21_23-17-436.png,0.0
train_images\M-2024-06-21_23-17-437.png,0.0
train_images\M-2024-06-21_23-17-438.png,0.0
train_images\M-2024-06-21_23-17-439.png,0.0
train_images\M-2024-06-21_23-17-440.png,0.0
train_images\M-2024-06-21_23-17-441.png,0.0
train_images\M-2024-06-21_23-17-442.png,0.0
train_images\M-2024-06-21_23-17-443.png,0.0
train_images\M-2024-06-21_23-17-444.png,0.0
train_images\M-2024-06-21_23-17-445.png,0.0
train_images\M-2024-06-21_23-17-446.png,0.0
train_images\M-2024-06-21_23-17-447.png,0.0
train_images\M-2024-06-21_23-17-448.png,0.0
train_images\M-2024-06-21_23-17-449.png,0.0
train_images\M-2024-06-21_23-17-450.png,0.0
train_images\M-2024-06-21_23-17-451.png,0.0
train_images\M-2024-06-21_23-17-452.png,0.0
train_images\M-2024-06-21_23-17-453.png,0.0
train_images\M-2024-06-21_23-17-454.png,0.0
train_images\M-2024-06-21_23-17-455.png,0.0
train_images\M-2024-06-21_23-17-456.png,0.0
train_images\M-2024-06-21_23-17-457.png,0.0
train_images\M-2024-06-21_23-17-458.png,0.0
train_images\M-2024-06-21_23-17-459.png,0.0
train_images\M-2024-06-21_23-17-460.png,0.0
train_images\M-2024-06-21_23-17-461.png,0.0
train_images\M-2024-06-21_23-17-462.png,0.0
train_images\M-2024-06-21_23-17-463.png,0.0
train_images\M-2024-06-21_23-17-464.png,0.0
train_images\M-2024-06-21_23-17-465.png,0.0
train_images\M-2024-06-21_23-17-466.png,0.0
train_images\M-2024-06-21_23-17-467.png,0.0
train_images\M-2024-06-21_23-17-468.png,0.0
train_images\M-2024-06-21_23-17-469.png,0.0
train_images\M-2024-06-21_23-17-470.png,0.0
train_images\M-2024-06-21_23-17-471.png,0.0
train_images\M-2024-06-21_23-17-472.png,0.0
train_images\M-2024-06-21_23-17-473.png,0.0
train_images\M-2024-06-21_23-17-474.png,0.0
train_images\M-2024-06-21_23-17-475.png,0.0
train_images\M-2024-06-21_23-17-476.png,0.0
train_images\M-2024-06-21_23-17-477.png,0.0
train_images\M-2024-06-21_23-17-478.png,0.0
train_images\M-2024-06-21_23-17-479.png,0.0
train_images\M-2024-06-21_23-17-480.png,0.0
train_images\M-2024-06-21_23-17-481.png,0.0
train_images\M-2024-06-21_23-17-482.png,0.0
train_images\M-2024-06-21_23-17-483.png,0.0
train_images\M-2024-06-21_23-17-484.png,0.0
train_images\M-2024-06-21_23-17-485.png,0.0
train_images\M-2024-06-21_23-17-486.png,0.0
train_images\M-2024-06-21_23-17-487.png,0.0
train_images\M-2024-06-21_23-17-488.png,0.0
train_images\M-2024-06-21_23-17-489.png,0.0
train_images\M-2024-06-21_23-17-490.png,0.0
train_images\M-2024-06-21_23-17-491.png,-0.050994873046875
train_images\M-2024-06-21_23-17-492.png,-0.058837890625
train_images\M-2024-06-21_23-17-493.png,-0.066680908203125
train_images\M-2024-06-21_23-17-494.png,-0.066680908203125
train_images\M-2024-06-21_23-17-495.png,-0.07452392578125
train_images\M-2024-06-21_23-17-496.png,-0.07452392578125
train_images\M-2024-06-21_23-17-497.png,-0.07452392578125
train_images\M-2024-06-21_23-17-498.png,-0.07452392578125
train_images\M-2024-06-21_23-17-499.png,-0.07452392578125
train_images\M-2024-06-21_23-17-500.png,-0.082366943359375
train_images\M-2024-06-21_23-17-501.png,-0.098052978515625
train_images\M-2024-06-21_23-17-502.png,-0.1529541015625
train_images\M-2024-06-21_23-17-503.png,-0.160797119140625
train_images\M-2024-06-21_23-17-504.png,-0.16864013671875
train_images\M-2024-06-21_23-17-505.png,-0.176483154296875
train_images\M-2024-06-21_23-17-506.png,-0.176483154296875
train_images\M-2024-06-21_23-17-507.png,-0.176483154296875
train_images\M-2024-06-21_23-17-508.png,-0.176483154296875
train_images\M-2024-06-21_23-17-509.png,-0.176483154296875
train_images\M-2024-06-21_23-17-510.png,-0.176483154296875
train_images\M-2024-06-21_23-17-511.png,-0.184326171875
train_images\M-2024-06-21_23-17-512.png,-0.254913330078125
train_images\M-2024-06-21_23-17-513.png,-0.380401611328125
train_images\M-2024-06-21_23-17-514.png,-0.4039306640625
train_images\M-2024-06-21_23-17-515.png,-0.396087646484375
train_images\M-2024-06-21_23-17-516.png,-0.38824462890625
train_images\M-2024-06-21_23-17-517.png,-0.38824462890625
train_images\M-2024-06-21_23-17-518.png,-0.380401611328125
train_images\M-2024-06-21_23-17-519.png,-0.29412841796875
